Nov. 2, 2023   13:20:10
Linear Sweep Voltammetry
0.565, 1.949e-7, -7.076e-6
0.564, 1.984e-7, -7.057e-6
0.563, 2.024e-7, -7.036e-6
0.562, 2.067e-7, -7.016e-6
0.561, 2.104e-7, -6.995e-6
0.560, 2.141e-7, -6.973e-6
0.559, 2.177e-7, -6.951e-6
0.558, 2.210e-7, -6.929e-6
0.557, 2.236e-7, -6.907e-6
0.556, 2.255e-7, -6.884e-6
0.555, 2.273e-7, -6.862e-6
0.554, 2.285e-7, -6.839e-6
0.553, 2.293e-7, -6.816e-6
0.552, 2.299e-7, -6.793e-6
0.551, 2.302e-7, -6.770e-6
0.550, 2.304e-7, -6.747e-6
0.549, 2.305e-7, -6.724e-6
0.548, 2.306e-7, -6.701e-6
0.547, 2.307e-7, -6.678e-6
0.546, 2.309e-7, -6.655e-6
0.545, 2.312e-7, -6.631e-6
0.544, 2.318e-7, -6.608e-6
0.543, 2.325e-7, -6.585e-6
0.542, 2.343e-7, -6.562e-6
0.541, 2.364e-7, -6.538e-6
0.540, 2.399e-7, -6.514e-6
0.539, 2.436e-7, -6.490e-6
0.538, 2.484e-7, -6.465e-6
0.537, 2.535e-7, -6.439e-6
0.536, 2.600e-7, -6.413e-6
0.535, 2.653e-7, -6.387e-6
0.534, 2.705e-7, -6.360e-6
0.533, 2.738e-7, -6.332e-6
0.532, 2.764e-7, -6.305e-6
0.531, 2.776e-7, -6.277e-6
0.530, 2.787e-7, -6.249e-6
0.529, 2.791e-7, -6.221e-6
0.528, 2.794e-7, -6.193e-6
0.527, 2.799e-7, -6.165e-6
0.526, 2.804e-7, -6.137e-6
0.525, 2.821e-7, -6.109e-6
0.524, 2.837e-7, -6.081e-6
0.523, 2.880e-7, -6.052e-6
0.522, 2.913e-7, -6.023e-6
0.521, 2.987e-7, -5.993e-6
0.520, 3.021e-7, -5.963e-6
0.519, 3.114e-7, -5.932e-6
0.518, 3.151e-7, -5.900e-6
0.517, 3.215e-7, -5.868e-6
0.516, 3.238e-7, -5.836e-6
0.515, 3.268e-7, -5.803e-6
0.514, 3.276e-7, -5.770e-6
0.513, 3.281e-7, -5.737e-6
0.512, 3.286e-7, -5.704e-6
0.511, 3.296e-7, -5.672e-6
0.510, 3.321e-7, -5.638e-6
0.509, 3.368e-7, -5.605e-6
0.508, 3.455e-7, -5.570e-6
0.507, 3.551e-7, -5.535e-6
0.506, 3.657e-7, -5.498e-6
0.505, 3.717e-7, -5.461e-6
0.504, 3.755e-7, -5.423e-6
0.503, 3.766e-7, -5.386e-6
0.502, 3.771e-7, -5.348e-6
0.501, 3.779e-7, -5.310e-6
0.500, 3.804e-7, -5.272e-6
0.499, 3.871e-7, -5.233e-6
0.498, 3.992e-7, -5.193e-6
0.497, 4.115e-7, -5.152e-6
0.496, 4.209e-7, -5.110e-6
0.495, 4.248e-7, -5.068e-6
0.494, 4.257e-7, -5.025e-6
0.493, 4.261e-7, -4.983e-6
0.492, 4.276e-7, -4.940e-6
0.491, 4.334e-7, -4.896e-6
0.490, 4.476e-7, -4.852e-6
0.489, 4.632e-7, -4.805e-6
0.488, 4.723e-7, -4.758e-6
0.487, 4.745e-7, -4.711e-6
0.486, 4.759e-7, -4.663e-6
0.485, 4.818e-7, -4.615e-6
0.484, 4.936e-7, -4.566e-6
0.483, 5.116e-7, -4.514e-6
0.482, 5.203e-7, -4.462e-6
0.481, 5.234e-7, -4.410e-6
0.480, 5.253e-7, -4.358e-6
0.479, 5.360e-7, -4.304e-6
0.478, 5.583e-7, -4.248e-6
0.477, 5.703e-7, -4.191e-6
0.476, 5.729e-7, -4.134e-6
0.475, 5.794e-7, -4.076e-6
0.474, 6.021e-7, -4.016e-6
0.473, 6.187e-7, -3.954e-6
0.472, 6.212e-7, -3.892e-6
0.471, 6.250e-7, -3.829e-6
0.470, 6.485e-7, -3.764e-6
0.469, 6.679e-7, -3.697e-6
0.468, 6.722e-7, -3.630e-6
0.467, 6.907e-7, -3.561e-6
0.466, 7.122e-7, -3.490e-6
0.465, 7.194e-7, -3.418e-6
0.464, 7.367e-7, -3.344e-6
0.463, 7.647e-7, -3.268e-6
0.462, 7.713e-7, -3.191e-6
0.461, 8.001e-7, -3.111e-6
0.460, 8.163e-7, -3.029e-6
0.459, 8.255e-7, -2.947e-6
0.458, 8.610e-7, -2.860e-6
0.457, 8.736e-7, -2.773e-6
0.456, 9.040e-7, -2.683e-6
0.455, 9.167e-7, -2.591e-6
0.454, 9.530e-7, -2.496e-6
0.453, 9.663e-7, -2.399e-6
0.452, 1.004e-6, -2.299e-6
0.451, 1.017e-6, -2.197e-6
0.450, 1.057e-6, -2.091e-6
0.449, 1.082e-6, -1.983e-6
0.448, 1.110e-6, -1.872e-6
0.447, 1.149e-6, -1.757e-6
0.446, 1.184e-6, -1.639e-6
0.445, 1.227e-6, -1.516e-6
0.444, 1.260e-6, -1.390e-6
0.443, 1.302e-6, -1.260e-6
0.442, 1.341e-6, -1.126e-6
0.441, 1.379e-6, -9.879e-7
0.440, 1.413e-6, -8.466e-7
0.439, 1.456e-6, -7.010e-7
0.438, 1.501e-6, -5.508e-7
0.437, 1.547e-6, -3.961e-7
0.436, 1.596e-6, -2.365e-7
0.435, 1.641e-6, -7.241e-8
0.434, 1.691e-6, 9.670e-8
0.433, 1.741e-6, 2.708e-7
0.432, 1.794e-6, 4.502e-7
0.431, 1.849e-6, 6.351e-7
0.430, 1.905e-6, 8.257e-7
0.429, 1.966e-6, 1.022e-6
0.428, 2.025e-6, 1.225e-6
0.427, 2.089e-6, 1.434e-6
0.426, 2.154e-6, 1.649e-6
0.425, 2.217e-6, 1.871e-6
0.424, 2.288e-6, 2.100e-6
0.423, 2.358e-6, 2.335e-6
0.422, 2.431e-6, 2.578e-6
0.421, 2.504e-6, 2.829e-6
0.420, 2.581e-6, 3.087e-6
0.419, 2.657e-6, 3.353e-6
0.418, 2.745e-6, 3.627e-6
0.417, 2.827e-6, 3.910e-6
0.416, 2.911e-6, 4.201e-6
0.415, 2.993e-6, 4.500e-6
0.414, 3.083e-6, 4.809e-6
0.413, 3.174e-6, 5.126e-6
0.412, 3.264e-6, 5.452e-6
0.411, 3.355e-6, 5.788e-6
0.410, 3.450e-6, 6.133e-6
0.409, 3.546e-6, 6.488e-6
0.408, 3.645e-6, 6.852e-6
0.407, 3.742e-6, 7.226e-6
0.406, 3.842e-6, 7.610e-6
0.405, 3.942e-6, 8.005e-6
0.404, 4.044e-6, 8.409e-6
0.403, 4.145e-6, 8.824e-6
0.402, 4.248e-6, 9.248e-6
0.401, 4.366e-6, 9.685e-6
0.400, 4.470e-6, 1.013e-5
0.399, 4.573e-6, 1.059e-5
0.398, 4.677e-6, 1.106e-5
0.397, 4.779e-6, 1.153e-5
0.396, 4.883e-6, 1.202e-5
0.395, 4.984e-6, 1.252e-5
0.394, 5.085e-6, 1.303e-5
0.393, 5.185e-6, 1.355e-5
0.392, 5.282e-6, 1.408e-5
0.391, 5.380e-6, 1.461e-5
0.390, 5.476e-6, 1.516e-5
0.389, 5.570e-6, 1.572e-5
0.388, 5.661e-6, 1.629e-5
0.387, 5.750e-6, 1.686e-5
0.386, 5.836e-6, 1.744e-5
0.385, 5.919e-6, 1.804e-5
0.384, 6.002e-6, 1.864e-5
0.383, 6.080e-6, 1.924e-5
0.382, 6.158e-6, 1.986e-5
0.381, 6.232e-6, 2.048e-5
0.380, 6.306e-6, 2.111e-5
0.379, 6.374e-6, 2.175e-5
0.378, 6.444e-6, 2.240e-5
0.377, 6.506e-6, 2.305e-5
0.376, 6.567e-6, 2.370e-5
0.375, 6.626e-6, 2.437e-5
0.374, 6.681e-6, 2.503e-5
0.373, 6.734e-6, 2.571e-5
0.372, 6.783e-6, 2.639e-5
0.371, 6.831e-6, 2.707e-5
0.370, 6.874e-6, 2.776e-5
0.369, 6.919e-6, 2.845e-5
0.368, 6.959e-6, 2.914e-5
0.367, 6.992e-6, 2.984e-5
0.366, 7.023e-6, 3.054e-5
0.365, 7.063e-6, 3.125e-5
0.364, 7.078e-6, 3.196e-5
0.363, 7.114e-6, 3.267e-5
0.362, 7.133e-6, 3.338e-5
0.361, 7.161e-6, 3.410e-5
0.360, 7.168e-6, 3.482e-5
0.359, 7.200e-6, 3.554e-5
0.358, 7.213e-6, 3.626e-5
0.357, 7.215e-6, 3.698e-5
0.356, 7.231e-6, 3.770e-5
0.355, 7.253e-6, 3.843e-5
0.354, 7.261e-6, 3.915e-5
0.353, 7.262e-6, 3.988e-5
0.352, 7.262e-6, 4.061e-5
0.351, 7.264e-6, 4.133e-5
0.350, 7.266e-6, 4.206e-5
0.349, 7.268e-6, 4.279e-5
0.348, 7.270e-6, 4.351e-5
0.347, 7.273e-6, 4.424e-5
0.346, 7.273e-6, 4.497e-5
0.345, 7.273e-6, 4.569e-5
0.344, 7.269e-6, 4.642e-5
0.343, 7.265e-6, 4.715e-5
0.342, 7.263e-6, 4.787e-5
0.341, 7.262e-6, 4.860e-5
0.340, 7.262e-6, 4.933e-5
0.339, 7.262e-6, 5.005e-5
0.338, 7.261e-6, 5.078e-5
0.337, 7.257e-6, 5.151e-5
0.336, 7.247e-6, 5.223e-5
0.335, 7.235e-6, 5.295e-5
0.334, 7.221e-6, 5.368e-5
0.333, 7.215e-6, 5.440e-5
0.332, 7.213e-6, 5.512e-5
0.331, 7.212e-6, 5.584e-5
0.330, 7.208e-6, 5.656e-5
0.329, 7.195e-6, 5.728e-5
0.328, 7.179e-6, 5.800e-5
0.327, 7.167e-6, 5.871e-5
0.326, 7.164e-6, 5.943e-5
0.325, 7.163e-6, 6.015e-5
0.324, 7.158e-6, 6.086e-5
0.323, 7.143e-6, 6.158e-5
0.322, 7.130e-6, 6.229e-5
0.321, 7.119e-6, 6.300e-5
0.320, 7.116e-6, 6.371e-5
0.319, 7.114e-6, 6.442e-5
0.318, 7.108e-6, 6.514e-5
0.317, 7.092e-6, 6.584e-5
0.316, 7.074e-6, 6.655e-5
0.315, 7.067e-6, 6.726e-5
0.314, 7.067e-6, 6.797e-5
0.313, 7.066e-6, 6.867e-5
0.312, 7.062e-6, 6.938e-5
0.311, 7.052e-6, 7.008e-5
0.310, 7.036e-6, 7.079e-5
0.309, 7.024e-6, 7.149e-5
0.308, 7.018e-6, 7.219e-5
0.307, 7.017e-6, 7.289e-5
0.306, 7.016e-6, 7.359e-5
0.305, 7.008e-6, 7.430e-5
0.304, 6.993e-6, 7.499e-5
0.303, 6.979e-6, 7.569e-5
0.302, 6.971e-6, 7.639e-5
0.301, 6.969e-6, 7.709e-5
0.300, 6.968e-6, 7.778e-5
0.299, 6.964e-6, 7.848e-5
0.298, 6.956e-6, 7.918e-5
0.297, 6.947e-6, 7.987e-5
0.296, 6.934e-6, 8.056e-5
0.295, 6.925e-6, 8.126e-5
0.294, 6.921e-6, 8.195e-5
0.293, 6.920e-6, 8.264e-5
0.292, 6.919e-6, 8.333e-5
0.291, 6.913e-6, 8.402e-5
0.290, 6.903e-6, 8.471e-5
0.289, 6.895e-6, 8.540e-5
0.288, 6.882e-6, 8.609e-5
0.287, 6.876e-6, 8.678e-5
0.286, 6.872e-6, 8.747e-5
0.285, 6.871e-6, 8.815e-5
0.284, 6.871e-6, 8.884e-5
0.283, 6.869e-6, 8.953e-5
0.282, 6.864e-6, 9.021e-5
0.281, 6.857e-6, 9.090e-5
0.280, 6.846e-6, 9.158e-5
0.279, 6.836e-6, 9.227e-5
0.278, 6.828e-6, 9.295e-5
0.277, 6.824e-6, 9.363e-5
0.276, 6.823e-6, 9.432e-5
0.275, 6.822e-6, 9.500e-5
0.274, 6.820e-6, 9.568e-5
0.273, 6.817e-6, 9.636e-5
0.272, 6.811e-6, 9.704e-5
0.271, 6.800e-6, 9.772e-5
0.270, 6.788e-6, 9.840e-5
0.269, 6.779e-6, 9.908e-5
0.268, 6.776e-6, 9.976e-5
0.267, 6.774e-6, 1.004e-4
0.266, 6.773e-6, 1.011e-4
0.265, 6.773e-6, 1.018e-4
0.264, 6.771e-6, 1.025e-4
0.263, 6.767e-6, 1.031e-4
0.262, 6.759e-6, 1.038e-4
0.261, 6.749e-6, 1.045e-4
0.260, 6.737e-6, 1.052e-4
0.259, 6.729e-6, 1.058e-4
0.258, 6.726e-6, 1.065e-4
0.257, 6.725e-6, 1.072e-4
0.256, 6.725e-6, 1.079e-4
0.255, 6.724e-6, 1.085e-4
0.254, 6.723e-6, 1.092e-4
0.253, 6.718e-6, 1.099e-4
0.252, 6.710e-6, 1.105e-4
0.251, 6.700e-6, 1.112e-4
0.250, 6.688e-6, 1.119e-4
0.249, 6.680e-6, 1.126e-4
0.248, 6.678e-6, 1.132e-4
0.247, 6.677e-6, 1.139e-4
0.246, 6.676e-6, 1.146e-4
0.245, 6.676e-6, 1.152e-4
0.244, 6.675e-6, 1.159e-4
0.243, 6.673e-6, 1.166e-4
0.242, 6.664e-6, 1.172e-4
0.241, 6.653e-6, 1.179e-4
0.240, 6.648e-6, 1.186e-4
0.239, 6.638e-6, 1.192e-4
0.238, 6.631e-6, 1.199e-4
0.237, 6.628e-6, 1.205e-4
0.236, 6.627e-6, 1.212e-4
0.235, 6.627e-6, 1.219e-4
0.234, 6.626e-6, 1.225e-4
0.233, 6.621e-6, 1.232e-4
0.232, 6.617e-6, 1.239e-4
0.231, 6.611e-6, 1.245e-4
0.230, 6.599e-6, 1.252e-4
0.229, 6.589e-6, 1.258e-4
0.228, 6.581e-6, 1.265e-4
0.227, 6.579e-6, 1.272e-4
0.226, 6.578e-6, 1.278e-4
0.225, 6.577e-6, 1.285e-4
0.224, 6.575e-6, 1.291e-4
0.223, 6.572e-6, 1.298e-4
0.222, 6.563e-6, 1.304e-4
0.221, 6.551e-6, 1.311e-4
0.220, 6.542e-6, 1.317e-4
0.219, 6.535e-6, 1.324e-4
0.218, 6.531e-6, 1.331e-4
0.217, 6.530e-6, 1.337e-4
0.216, 6.529e-6, 1.344e-4
0.215, 6.529e-6, 1.350e-4
0.214, 6.526e-6, 1.357e-4
0.213, 6.522e-6, 1.363e-4
0.212, 6.512e-6, 1.370e-4
0.211, 6.498e-6, 1.376e-4
0.210, 6.489e-6, 1.383e-4
0.209, 6.483e-6, 1.389e-4
0.208, 6.481e-6, 1.396e-4
0.207, 6.481e-6, 1.402e-4
0.206, 6.480e-6, 1.409e-4
0.205, 6.480e-6, 1.415e-4
0.204, 6.476e-6, 1.422e-4
0.203, 6.467e-6, 1.428e-4
0.202, 6.456e-6, 1.434e-4
0.201, 6.442e-6, 1.441e-4
0.200, 6.434e-6, 1.447e-4
0.199, 6.433e-6, 1.454e-4
0.198, 6.432e-6, 1.460e-4
0.197, 6.431e-6, 1.467e-4
0.196, 6.429e-6, 1.473e-4
0.195, 6.424e-6, 1.479e-4
0.194, 6.411e-6, 1.486e-4
0.193, 6.395e-6, 1.492e-4
0.192, 6.386e-6, 1.499e-4
0.191, 6.384e-6, 1.505e-4
0.190, 6.383e-6, 1.511e-4
0.189, 6.382e-6, 1.518e-4
0.188, 6.381e-6, 1.524e-4
0.187, 6.373e-6, 1.531e-4
0.186, 6.360e-6, 1.537e-4
0.185, 6.346e-6, 1.543e-4
0.184, 6.337e-6, 1.550e-4
0.183, 6.335e-6, 1.556e-4
0.182, 6.334e-6, 1.562e-4
0.181, 6.333e-6, 1.569e-4
0.180, 6.329e-6, 1.575e-4
0.179, 6.317e-6, 1.581e-4
0.178, 6.302e-6, 1.588e-4
0.177, 6.291e-6, 1.594e-4
0.176, 6.286e-6, 1.600e-4
0.175, 6.285e-6, 1.606e-4
0.174, 6.285e-6, 1.613e-4
0.173, 6.281e-6, 1.619e-4
0.172, 6.270e-6, 1.625e-4
0.171, 6.255e-6, 1.632e-4
0.170, 6.242e-6, 1.638e-4
0.169, 6.237e-6, 1.644e-4
0.168, 6.236e-6, 1.650e-4
0.167, 6.234e-6, 1.656e-4
0.166, 6.231e-6, 1.663e-4
0.165, 6.217e-6, 1.669e-4
0.164, 6.202e-6, 1.675e-4
0.163, 6.191e-6, 1.681e-4
0.162, 6.188e-6, 1.688e-4
0.161, 6.187e-6, 1.694e-4
0.160, 6.184e-6, 1.700e-4
0.159, 6.167e-6, 1.706e-4
0.158, 6.154e-6, 1.712e-4
0.157, 6.146e-6, 1.718e-4
0.156, 6.140e-6, 1.724e-4
0.155, 6.139e-6, 1.731e-4
0.154, 6.138e-6, 1.737e-4
0.153, 6.134e-6, 1.743e-4
0.152, 6.118e-6, 1.749e-4
0.151, 6.097e-6, 1.755e-4
0.150, 6.092e-6, 1.761e-4
0.149, 6.090e-6, 1.767e-4
0.148, 6.090e-6, 1.773e-4
0.147, 6.089e-6, 1.779e-4
0.146, 6.082e-6, 1.786e-4
0.145, 6.064e-6, 1.792e-4
0.144, 6.047e-6, 1.798e-4
0.143, 6.042e-6, 1.804e-4
0.142, 6.039e-6, 1.810e-4
0.141, 6.035e-6, 1.816e-4
0.140, 6.019e-6, 1.822e-4
0.139, 6.002e-6, 1.828e-4
0.138, 5.994e-6, 1.834e-4
0.137, 5.992e-6, 1.840e-4
0.136, 5.989e-6, 1.846e-4
0.135, 5.971e-6, 1.852e-4
0.134, 5.949e-6, 1.858e-4
0.133, 5.945e-6, 1.864e-4
0.132, 5.943e-6, 1.870e-4
0.131, 5.941e-6, 1.876e-4
0.130, 5.925e-6, 1.881e-4
0.129, 5.905e-6, 1.887e-4
0.128, 5.896e-6, 1.893e-4
0.127, 5.894e-6, 1.899e-4
0.126, 5.887e-6, 1.905e-4
0.125, 5.873e-6, 1.911e-4
0.124, 5.853e-6, 1.917e-4
0.123, 5.846e-6, 1.923e-4
0.122, 5.846e-6, 1.928e-4
0.121, 5.840e-6, 1.934e-4
0.120, 5.819e-6, 1.940e-4
0.119, 5.801e-6, 1.946e-4
0.118, 5.797e-6, 1.952e-4
0.117, 5.794e-6, 1.958e-4
0.116, 5.779e-6, 1.963e-4
0.115, 5.758e-6, 1.969e-4
0.114, 5.749e-6, 1.975e-4
0.113, 5.747e-6, 1.981e-4
0.112, 5.736e-6, 1.986e-4
0.111, 5.711e-6, 1.992e-4
0.110, 5.700e-6, 1.998e-4
0.109, 5.698e-6, 2.003e-4
0.108, 5.691e-6, 2.009e-4
0.107, 5.666e-6, 2.015e-4
0.106, 5.652e-6, 2.020e-4
0.105, 5.650e-6, 2.026e-4
0.104, 5.642e-6, 2.032e-4
0.103, 5.615e-6, 2.037e-4
0.102, 5.602e-6, 2.043e-4
0.101, 5.600e-6, 2.049e-4
0.100, 5.588e-6, 2.054e-4
0.099, 5.561e-6, 2.060e-4
0.098, 5.553e-6, 2.065e-4
0.097, 5.550e-6, 2.071e-4
0.096, 5.526e-6, 2.076e-4
0.095, 5.506e-6, 2.082e-4
0.094, 5.503e-6, 2.087e-4
0.093, 5.487e-6, 2.093e-4
0.092, 5.468e-6, 2.098e-4
0.091, 5.456e-6, 2.104e-4
0.090, 5.453e-6, 2.109e-4
0.089, 5.425e-6, 2.115e-4
0.088, 5.407e-6, 2.120e-4
0.087, 5.406e-6, 2.125e-4
0.086, 5.390e-6, 2.131e-4
0.085, 5.362e-6, 2.136e-4
0.084, 5.358e-6, 2.142e-4
0.083, 5.352e-6, 2.147e-4
0.082, 5.327e-6, 2.152e-4
0.081, 5.310e-6, 2.157e-4
0.080, 5.306e-6, 2.163e-4
0.079, 5.281e-6, 2.168e-4
0.078, 5.261e-6, 2.173e-4
0.077, 5.254e-6, 2.179e-4
0.076, 5.230e-6, 2.184e-4
0.075, 5.213e-6, 2.189e-4
0.074, 5.209e-6, 2.194e-4
0.073, 5.188e-6, 2.199e-4
0.072, 5.164e-6, 2.205e-4
0.071, 5.160e-6, 2.210e-4
0.070, 5.136e-6, 2.215e-4
0.069, 5.115e-6, 2.220e-4
0.068, 5.112e-6, 2.225e-4
0.067, 5.096e-6, 2.230e-4
0.066, 5.070e-6, 2.235e-4
0.065, 5.064e-6, 2.240e-4
0.064, 5.055e-6, 2.245e-4
0.063, 5.030e-6, 2.250e-4
0.062, 5.017e-6, 2.255e-4
0.061, 5.013e-6, 2.260e-4
0.060, 4.987e-6, 2.265e-4
0.059, 4.970e-6, 2.270e-4
0.058, 4.966e-6, 2.275e-4
0.057, 4.956e-6, 2.280e-4
0.056, 4.930e-6, 2.285e-4
0.055, 4.919e-6, 2.290e-4
0.054, 4.915e-6, 2.295e-4
0.053, 4.891e-6, 2.300e-4
0.052, 4.871e-6, 2.305e-4
0.051, 4.869e-6, 2.310e-4
0.050, 4.863e-6, 2.315e-4
0.049, 4.839e-6, 2.319e-4
0.048, 4.822e-6, 2.324e-4
0.047, 4.819e-6, 2.329e-4
0.046, 4.806e-6, 2.334e-4
0.045, 4.781e-6, 2.339e-4
0.044, 4.771e-6, 2.343e-4
0.043, 4.768e-6, 2.348e-4
0.042, 4.745e-6, 2.353e-4
0.041, 4.725e-6, 2.358e-4
0.040, 4.722e-6, 2.362e-4
0.039, 4.717e-6, 2.367e-4
0.038, 4.697e-6, 2.372e-4
0.037, 4.678e-6, 2.376e-4
0.036, 4.674e-6, 2.381e-4
0.035, 4.672e-6, 2.386e-4
0.034, 4.662e-6, 2.391e-4
0.033, 4.640e-6, 2.395e-4
0.032, 4.628e-6, 2.400e-4
0.031, 4.625e-6, 2.404e-4
0.030, 4.623e-6, 2.409e-4
0.029, 4.614e-6, 2.414e-4
0.028, 4.598e-6, 2.418e-4
0.027, 4.581e-6, 2.423e-4
0.026, 4.577e-6, 2.427e-4
0.025, 4.576e-6, 2.432e-4
0.024, 4.574e-6, 2.437e-4
0.023, 4.564e-6, 2.441e-4
0.022, 4.547e-6, 2.446e-4
0.021, 4.535e-6, 2.450e-4
0.020, 4.528e-6, 2.455e-4
0.019, 4.527e-6, 2.459e-4
0.018, 4.527e-6, 2.464e-4
0.017, 4.527e-6, 2.468e-4
0.016, 4.524e-6, 2.473e-4
0.015, 4.520e-6, 2.477e-4
0.014, 4.514e-6, 2.482e-4
0.013, 4.503e-6, 2.486e-4
0.012, 4.491e-6, 2.491e-4
0.011, 4.483e-6, 2.495e-4
0.010, 4.484e-6, 2.500e-4
0.009, 4.481e-6, 2.504e-4
0.008, 4.480e-6, 2.509e-4
0.007, 4.479e-6, 2.513e-4
0.006, 4.479e-6, 2.518e-4
0.005, 4.478e-6, 2.522e-4
0.004, 4.478e-6, 2.527e-4
0.003, 4.476e-6, 2.531e-4
0.002, 4.477e-6, 2.536e-4
0.001, 4.476e-6, 2.540e-4
-0.000, 4.475e-6, 2.545e-4
-0.001, 4.474e-6, 2.549e-4
-0.002, 4.470e-6, 2.554e-4
-0.003, 4.468e-6, 2.558e-4
-0.004, 4.464e-6, 2.562e-4
-0.005, 4.453e-6, 2.567e-4
-0.006, 4.455e-6, 2.571e-4
-0.007, 4.459e-6, 2.576e-4
-0.008, 4.455e-6, 2.580e-4
-0.009, 4.453e-6, 2.585e-4
-0.010, 4.450e-6, 2.589e-4
-0.011, 4.448e-6, 2.594e-4
-0.012, 4.443e-6, 2.598e-4
-0.013, 4.438e-6, 2.603e-4
-0.014, 4.439e-6, 2.607e-4
-0.015, 4.441e-6, 2.611e-4
-0.016, 4.442e-6, 2.616e-4
-0.017, 4.443e-6, 2.620e-4
-0.018, 4.440e-6, 2.625e-4
-0.019, 4.438e-6, 2.629e-4
-0.020, 4.436e-6, 2.634e-4
-0.021, 4.434e-6, 2.638e-4
-0.022, 4.432e-6, 2.642e-4
-0.023, 4.436e-6, 2.647e-4
-0.024, 4.437e-6, 2.651e-4
-0.025, 4.437e-6, 2.656e-4
-0.026, 4.435e-6, 2.660e-4
-0.027, 4.436e-6, 2.665e-4
-0.028, 4.437e-6, 2.669e-4
-0.029, 4.436e-6, 2.674e-4
-0.030, 4.433e-6, 2.678e-4
-0.031, 4.440e-6, 2.682e-4
-0.032, 4.441e-6, 2.687e-4
-0.033, 4.443e-6, 2.691e-4
-0.034, 4.444e-6, 2.696e-4
-0.035, 4.446e-6, 2.700e-4
-0.036, 4.446e-6, 2.705e-4
-0.037, 4.443e-6, 2.709e-4
-0.038, 4.443e-6, 2.714e-4
-0.039, 4.450e-6, 2.718e-4
-0.040, 4.453e-6, 2.722e-4
-0.041, 4.456e-6, 2.727e-4
-0.042, 4.460e-6, 2.731e-4
-0.043, 4.459e-6, 2.736e-4
-0.044, 4.460e-6, 2.740e-4
-0.045, 4.460e-6, 2.745e-4
-0.046, 4.457e-6, 2.749e-4
-0.047, 4.463e-6, 2.754e-4
-0.048, 4.472e-6, 2.758e-4
-0.049, 4.473e-6, 2.763e-4
-0.050, 4.475e-6, 2.767e-4
-0.051, 4.474e-6, 2.772e-4
-0.052, 4.476e-6, 2.776e-4
-0.053, 4.476e-6, 2.780e-4
-0.054, 4.475e-6, 2.785e-4
-0.055, 4.475e-6, 2.789e-4
-0.056, 4.478e-6, 2.794e-4
-0.057, 4.478e-6, 2.798e-4
-0.058, 4.478e-6, 2.803e-4
-0.059, 4.478e-6, 2.807e-4
-0.060, 4.478e-6, 2.812e-4
-0.061, 4.478e-6, 2.816e-4
-0.062, 4.478e-6, 2.821e-4
-0.063, 4.478e-6, 2.825e-4
-0.064, 4.479e-6, 2.830e-4
-0.065, 4.479e-6, 2.834e-4
-0.066, 4.479e-6, 2.839e-4
-0.067, 4.479e-6, 2.843e-4
-0.068, 4.479e-6, 2.848e-4
-0.069, 4.479e-6, 2.852e-4
-0.070, 4.479e-6, 2.857e-4
-0.071, 4.479e-6, 2.861e-4
-0.072, 4.480e-6, 2.866e-4
-0.073, 4.483e-6, 2.870e-4
-0.074, 4.484e-6, 2.875e-4
-0.075, 4.485e-6, 2.879e-4
-0.076, 4.486e-6, 2.883e-4
-0.077, 4.487e-6, 2.888e-4
-0.078, 4.490e-6, 2.892e-4
-0.079, 4.487e-6, 2.897e-4
-0.080, 4.497e-6, 2.901e-4
-0.081, 4.507e-6, 2.906e-4
-0.082, 4.508e-6, 2.910e-4
-0.083, 4.512e-6, 2.915e-4
-0.084, 4.517e-6, 2.919e-4
-0.085, 4.517e-6, 2.924e-4
-0.086, 4.517e-6, 2.929e-4
-0.087, 4.517e-6, 2.933e-4
-0.088, 4.519e-6, 2.938e-4
-0.089, 4.525e-6, 2.942e-4
-0.090, 4.526e-6, 2.947e-4
-0.091, 4.526e-6, 2.951e-4
-0.092, 4.527e-6, 2.956e-4
-0.093, 4.526e-6, 2.960e-4
-0.094, 4.527e-6, 2.965e-4
-0.095, 4.527e-6, 2.969e-4
-0.096, 4.527e-6, 2.974e-4
-0.097, 4.527e-6, 2.978e-4
-0.098, 4.527e-6, 2.983e-4
-0.099, 4.527e-6, 2.987e-4
-0.100, 4.527e-6, 2.992e-4
-0.101, 4.528e-6, 2.996e-4
-0.102, 4.528e-6, 3.001e-4
-0.103, 4.527e-6, 3.005e-4
-0.104, 4.527e-6, 3.010e-4
-0.105, 4.528e-6, 3.015e-4
-0.106, 4.528e-6, 3.019e-4
-0.107, 4.528e-6, 3.024e-4
-0.108, 4.529e-6, 3.028e-4
-0.109, 4.529e-6, 3.033e-4
-0.110, 4.529e-6, 3.037e-4
-0.111, 4.528e-6, 3.042e-4
-0.112, 4.528e-6, 3.046e-4
-0.113, 4.530e-6, 3.051e-4
-0.114, 4.529e-6, 3.055e-4
-0.115, 4.532e-6, 3.060e-4
-0.116, 4.531e-6, 3.064e-4
-0.117, 4.530e-6, 3.069e-4
-0.118, 4.531e-6, 3.073e-4
-0.119, 4.531e-6, 3.078e-4
-0.120, 4.528e-6, 3.082e-4
-0.121, 4.529e-6, 3.087e-4
-0.122, 4.531e-6, 3.092e-4
-0.123, 4.531e-6, 3.096e-4
-0.124, 4.532e-6, 3.101e-4
-0.125, 4.531e-6, 3.105e-4
-0.126, 4.532e-6, 3.110e-4
