Nov. 2, 2023   13:10:47
Linear Sweep Voltammetry
0.566, 2.052e-7, -6.000e-6
0.565, 2.094e-7, -5.979e-6
0.564, 2.112e-7, -5.958e-6
0.563, 2.125e-7, -5.937e-6
0.562, 2.151e-7, -5.916e-6
0.561, 2.184e-7, -5.894e-6
0.560, 2.200e-7, -5.872e-6
0.559, 2.209e-7, -5.850e-6
0.558, 2.234e-7, -5.827e-6
0.557, 2.255e-7, -5.805e-6
0.556, 2.268e-7, -5.782e-6
0.555, 2.274e-7, -5.759e-6
0.554, 2.290e-7, -5.736e-6
0.553, 2.298e-7, -5.713e-6
0.552, 2.305e-7, -5.690e-6
0.551, 2.314e-7, -5.667e-6
0.550, 2.322e-7, -5.644e-6
0.549, 2.339e-7, -5.621e-6
0.548, 2.356e-7, -5.597e-6
0.547, 2.368e-7, -5.573e-6
0.546, 2.387e-7, -5.549e-6
0.545, 2.428e-7, -5.525e-6
0.544, 2.450e-7, -5.501e-6
0.543, 2.471e-7, -5.476e-6
0.542, 2.505e-7, -5.451e-6
0.541, 2.551e-7, -5.425e-6
0.540, 2.573e-7, -5.400e-6
0.539, 2.589e-7, -5.374e-6
0.538, 2.641e-7, -5.347e-6
0.537, 2.663e-7, -5.321e-6
0.536, 2.692e-7, -5.294e-6
0.535, 2.716e-7, -5.267e-6
0.534, 2.754e-7, -5.239e-6
0.533, 2.775e-7, -5.211e-6
0.532, 2.788e-7, -5.183e-6
0.531, 2.804e-7, -5.155e-6
0.530, 2.822e-7, -5.127e-6
0.529, 2.862e-7, -5.099e-6
0.528, 2.876e-7, -5.070e-6
0.527, 2.895e-7, -5.041e-6
0.526, 2.925e-7, -5.012e-6
0.525, 3.005e-7, -4.982e-6
0.524, 3.010e-7, -4.952e-6
0.523, 3.074e-7, -4.921e-6
0.522, 3.120e-7, -4.890e-6
0.521, 3.149e-7, -4.858e-6
0.520, 3.172e-7, -4.826e-6
0.519, 3.234e-7, -4.794e-6
0.518, 3.251e-7, -4.762e-6
0.517, 3.274e-7, -4.729e-6
0.516, 3.286e-7, -4.696e-6
0.515, 3.315e-7, -4.663e-6
0.514, 3.371e-7, -4.629e-6
0.513, 3.408e-7, -4.595e-6
0.512, 3.464e-7, -4.560e-6
0.511, 3.526e-7, -4.525e-6
0.510, 3.593e-7, -4.489e-6
0.509, 3.636e-7, -4.453e-6
0.508, 3.694e-7, -4.416e-6
0.507, 3.742e-7, -4.378e-6
0.506, 3.773e-7, -4.341e-6
0.505, 3.802e-7, -4.303e-6
0.504, 3.842e-7, -4.264e-6
0.503, 3.902e-7, -4.225e-6
0.502, 3.990e-7, -4.185e-6
0.501, 4.048e-7, -4.145e-6
0.500, 4.129e-7, -4.104e-6
0.499, 4.213e-7, -4.061e-6
0.498, 4.247e-7, -4.019e-6
0.497, 4.273e-7, -3.976e-6
0.496, 4.312e-7, -3.933e-6
0.495, 4.392e-7, -3.889e-6
0.494, 4.498e-7, -3.844e-6
0.493, 4.572e-7, -3.798e-6
0.492, 4.684e-7, -3.752e-6
0.491, 4.743e-7, -3.704e-6
0.490, 4.802e-7, -3.656e-6
0.489, 4.883e-7, -3.607e-6
0.488, 4.974e-7, -3.558e-6
0.487, 5.114e-7, -3.506e-6
0.486, 5.179e-7, -3.455e-6
0.485, 5.241e-7, -3.402e-6
0.484, 5.303e-7, -3.349e-6
0.483, 5.461e-7, -3.295e-6
0.482, 5.581e-7, -3.239e-6
0.481, 5.684e-7, -3.182e-6
0.480, 5.766e-7, -3.124e-6
0.479, 5.926e-7, -3.065e-6
0.478, 6.061e-7, -3.004e-6
0.477, 6.179e-7, -2.943e-6
0.476, 6.235e-7, -2.880e-6
0.475, 6.399e-7, -2.816e-6
0.474, 6.563e-7, -2.751e-6
0.473, 6.708e-7, -2.684e-6
0.472, 6.838e-7, -2.615e-6
0.471, 7.066e-7, -2.545e-6
0.470, 7.189e-7, -2.473e-6
0.469, 7.350e-7, -2.399e-6
0.468, 7.615e-7, -2.323e-6
0.467, 7.747e-7, -2.246e-6
0.466, 7.963e-7, -2.166e-6
0.465, 8.141e-7, -2.085e-6
0.464, 8.297e-7, -2.002e-6
0.463, 8.597e-7, -1.916e-6
0.462, 8.813e-7, -1.827e-6
0.461, 9.077e-7, -1.737e-6
0.460, 9.242e-7, -1.644e-6
0.459, 9.564e-7, -1.549e-6
0.458, 9.822e-7, -1.450e-6
0.457, 1.008e-6, -1.350e-6
0.456, 1.033e-6, -1.246e-6
0.455, 1.068e-6, -1.139e-6
0.454, 1.093e-6, -1.030e-6
0.453, 1.125e-6, -9.176e-7
0.452, 1.164e-6, -8.012e-7
0.451, 1.209e-6, -6.803e-7
0.450, 1.245e-6, -5.558e-7
0.449, 1.290e-6, -4.268e-7
0.448, 1.322e-6, -2.946e-7
0.447, 1.371e-6, -1.575e-7
0.446, 1.408e-6, -1.675e-8
0.445, 1.450e-6, 1.282e-7
0.444, 1.503e-6, 2.785e-7
0.443, 1.551e-6, 4.337e-7
0.442, 1.593e-6, 5.930e-7
0.441, 1.646e-6, 7.576e-7
0.440, 1.703e-6, 9.279e-7
0.439, 1.762e-6, 1.104e-6
0.438, 1.820e-6, 1.286e-6
0.437, 1.881e-6, 1.474e-6
0.436, 1.946e-6, 1.669e-6
0.435, 2.007e-6, 1.869e-6
0.434, 2.070e-6, 2.076e-6
0.433, 2.135e-6, 2.290e-6
0.432, 2.207e-6, 2.511e-6
0.431, 2.291e-6, 2.740e-6
0.430, 2.365e-6, 2.976e-6
0.429, 2.443e-6, 3.221e-6
0.428, 2.531e-6, 3.474e-6
0.427, 2.605e-6, 3.734e-6
0.426, 2.700e-6, 4.004e-6
0.425, 2.792e-6, 4.283e-6
0.424, 2.887e-6, 4.572e-6
0.423, 2.984e-6, 4.870e-6
0.422, 3.087e-6, 5.179e-6
0.421, 3.187e-6, 5.498e-6
0.420, 3.289e-6, 5.827e-6
0.419, 3.400e-6, 6.167e-6
0.418, 3.518e-6, 6.519e-6
0.417, 3.636e-6, 6.882e-6
0.416, 3.746e-6, 7.257e-6
0.415, 3.864e-6, 7.643e-6
0.414, 3.997e-6, 8.043e-6
0.413, 4.140e-6, 8.457e-6
0.412, 4.277e-6, 8.885e-6
0.411, 4.428e-6, 9.327e-6
0.410, 4.556e-6, 9.783e-6
0.409, 4.683e-6, 1.025e-5
0.408, 4.807e-6, 1.073e-5
0.407, 4.941e-6, 1.123e-5
0.406, 5.095e-6, 1.174e-5
0.405, 5.250e-6, 1.226e-5
0.404, 5.405e-6, 1.280e-5
0.403, 5.541e-6, 1.336e-5
0.402, 5.655e-6, 1.392e-5
0.401, 5.811e-6, 1.450e-5
0.400, 5.984e-6, 1.510e-5
0.399, 6.119e-6, 1.571e-5
0.398, 6.285e-6, 1.634e-5
0.397, 6.480e-6, 1.699e-5
0.396, 6.608e-6, 1.765e-5
0.395, 6.760e-6, 1.833e-5
0.394, 6.982e-6, 1.902e-5
0.393, 7.093e-6, 1.973e-5
0.392, 7.216e-6, 2.045e-5
0.391, 7.377e-6, 2.119e-5
0.390, 7.577e-6, 2.195e-5
0.389, 7.770e-6, 2.273e-5
0.388, 7.934e-6, 2.352e-5
0.387, 8.462e-6, 2.437e-5
0.386, 8.876e-6, 2.525e-5
0.385, 8.901e-6, 2.614e-5
0.384, 8.913e-6, 2.704e-5
0.383, 8.895e-6, 2.792e-5
0.382, 8.927e-6, 2.882e-5
0.381, 8.993e-6, 2.972e-5
0.380, 9.167e-6, 3.063e-5
0.379, 9.545e-6, 3.159e-5
0.378, 9.710e-6, 3.256e-5
0.377, 9.619e-6, 3.352e-5
0.376, 9.608e-6, 3.448e-5
0.375, 9.681e-6, 3.545e-5
0.374, 9.662e-6, 3.642e-5
0.373, 9.798e-6, 3.740e-5
0.372, 1.002e-5, 3.840e-5
0.371, 1.040e-5, 3.944e-5
0.370, 1.077e-5, 4.051e-5
0.369, 1.099e-5, 4.161e-5
0.368, 1.125e-5, 4.274e-5
0.367, 1.172e-5, 4.391e-5
0.366, 1.240e-5, 4.515e-5
0.365, 1.418e-5, 4.657e-5
0.364, 1.384e-5, 4.795e-5
0.363, 1.292e-5, 4.924e-5
0.362, 1.231e-5, 5.047e-5
0.361, 1.212e-5, 5.169e-5
0.360, 1.226e-5, 5.291e-5
0.359, 1.206e-5, 5.412e-5
0.358, 1.198e-5, 5.532e-5
0.357, 1.217e-5, 5.653e-5
0.356, 1.200e-5, 5.773e-5
0.355, 1.181e-5, 5.891e-5
0.354, 1.219e-5, 6.013e-5
0.353, 1.285e-5, 6.142e-5
0.352, 1.373e-5, 6.279e-5
0.351, 1.344e-5, 6.413e-5
0.350, 1.273e-5, 6.541e-5
0.349, 1.229e-5, 6.664e-5
0.348, 1.208e-5, 6.784e-5
0.347, 1.266e-5, 6.911e-5
0.346, 1.359e-5, 7.047e-5
0.345, 1.451e-5, 7.192e-5
0.344, 1.511e-5, 7.343e-5
0.343, 1.494e-5, 7.493e-5
0.342, 1.404e-5, 7.633e-5
0.341, 1.372e-5, 7.770e-5
0.340, 1.349e-5, 7.905e-5
0.339, 1.358e-5, 8.041e-5
0.338, 1.461e-5, 8.187e-5
0.337, 1.485e-5, 8.335e-5
0.336, 1.505e-5, 8.486e-5
0.335, 1.470e-5, 8.633e-5
0.334, 1.409e-5, 8.774e-5
0.333, 1.406e-5, 8.914e-5
0.332, 1.355e-5, 9.050e-5
0.331, 1.367e-5, 9.187e-5
0.330, 1.493e-5, 9.336e-5
0.329, 1.758e-5, 9.512e-5
0.328, 1.717e-5, 9.683e-5
0.327, 1.644e-5, 9.848e-5
0.326, 1.523e-5, 1.000e-4
0.325, 1.525e-5, 1.015e-4
0.324, 1.614e-5, 1.031e-4
0.323, 1.542e-5, 1.047e-4
0.322, 1.487e-5, 1.062e-4
0.321, 1.450e-5, 1.076e-4
0.320, 1.419e-5, 1.090e-4
0.319, 1.488e-5, 1.105e-4
0.318, 1.617e-5, 1.121e-4
0.317, 1.816e-5, 1.140e-4
0.316, 1.892e-5, 1.159e-4
0.315, 1.822e-5, 1.177e-4
0.314, 1.631e-5, 1.193e-4
0.313, 1.538e-5, 1.208e-4
0.312, 1.571e-5, 1.224e-4
0.311, 1.648e-5, 1.241e-4
0.310, 1.626e-5, 1.257e-4
0.309, 1.611e-5, 1.273e-4
0.308, 1.989e-5, 1.293e-4
0.307, 2.037e-5, 1.313e-4
0.306, 1.799e-5, 1.331e-4
0.305, 1.800e-5, 1.349e-4
0.304, 1.691e-5, 1.366e-4
0.303, 1.694e-5, 1.383e-4
0.302, 1.742e-5, 1.400e-4
0.301, 1.744e-5, 1.418e-4
0.300, 1.713e-5, 1.435e-4
0.299, 1.590e-5, 1.451e-4
0.298, 1.467e-5, 1.466e-4
0.297, 1.365e-5, 1.479e-4
0.296, 1.320e-5, 1.492e-4
0.295, 1.296e-5, 1.505e-4
0.294, 1.317e-5, 1.519e-4
0.293, 1.380e-5, 1.532e-4
0.292, 1.567e-5, 1.548e-4
0.291, 1.521e-5, 1.563e-4
0.290, 1.536e-5, 1.579e-4
0.289, 1.550e-5, 1.594e-4
0.288, 1.537e-5, 1.609e-4
0.287, 1.579e-5, 1.625e-4
0.286, 1.613e-5, 1.641e-4
0.285, 1.552e-5, 1.657e-4
0.284, 1.551e-5, 1.672e-4
0.283, 1.550e-5, 1.688e-4
0.282, 1.601e-5, 1.704e-4
0.281, 1.576e-5, 1.720e-4
0.280, 1.458e-5, 1.734e-4
0.279, 1.396e-5, 1.748e-4
0.278, 1.388e-5, 1.762e-4
0.277, 1.384e-5, 1.776e-4
0.276, 1.401e-5, 1.790e-4
0.275, 1.564e-5, 1.806e-4
0.274, 1.813e-5, 1.824e-4
0.273, 1.871e-5, 1.842e-4
0.272, 1.724e-5, 1.860e-4
0.271, 1.678e-5, 1.876e-4
0.270, 1.652e-5, 1.893e-4
0.269, 1.546e-5, 1.908e-4
0.268, 1.457e-5, 1.923e-4
0.267, 1.393e-5, 1.937e-4
0.266, 1.397e-5, 1.951e-4
0.265, 1.499e-5, 1.966e-4
0.264, 1.681e-5, 1.983e-4
0.263, 1.691e-5, 2.000e-4
0.262, 1.686e-5, 2.017e-4
0.261, 1.622e-5, 2.033e-4
0.260, 1.593e-5, 2.049e-4
0.259, 1.485e-5, 2.064e-4
0.258, 1.393e-5, 2.077e-4
0.257, 1.459e-5, 2.092e-4
0.256, 1.484e-5, 2.107e-4
0.255, 1.827e-5, 2.125e-4
0.254, 2.096e-5, 2.146e-4
0.253, 1.827e-5, 2.164e-4
0.252, 1.633e-5, 2.181e-4
0.251, 1.563e-5, 2.196e-4
0.250, 1.499e-5, 2.211e-4
0.249, 1.484e-5, 2.226e-4
0.248, 1.528e-5, 2.241e-4
0.247, 1.543e-5, 2.257e-4
0.246, 1.460e-5, 2.272e-4
0.245, 1.464e-5, 2.286e-4
0.244, 1.613e-5, 2.302e-4
0.243, 1.653e-5, 2.319e-4
0.242, 1.608e-5, 2.335e-4
0.241, 1.519e-5, 2.350e-4
0.240, 1.430e-5, 2.364e-4
0.239, 1.423e-5, 2.379e-4
0.238, 1.379e-5, 2.392e-4
0.237, 1.343e-5, 2.406e-4
0.236, 1.310e-5, 2.419e-4
0.235, 1.317e-5, 2.432e-4
0.234, 1.343e-5, 2.446e-4
0.233, 1.433e-5, 2.460e-4
0.232, 1.510e-5, 2.475e-4
0.231, 1.474e-5, 2.490e-4
0.230, 1.668e-5, 2.506e-4
0.229, 1.822e-5, 2.525e-4
0.228, 1.652e-5, 2.541e-4
0.227, 1.534e-5, 2.556e-4
0.226, 1.446e-5, 2.571e-4
0.225, 1.429e-5, 2.585e-4
0.224, 1.457e-5, 2.600e-4
0.223, 1.533e-5, 2.615e-4
0.222, 1.481e-5, 2.630e-4
0.221, 1.481e-5, 2.645e-4
0.220, 1.587e-5, 2.661e-4
0.219, 1.766e-5, 2.678e-4
0.218, 1.703e-5, 2.695e-4
0.217, 1.533e-5, 2.711e-4
0.216, 1.419e-5, 2.725e-4
0.215, 1.515e-5, 2.740e-4
0.214, 1.719e-5, 2.757e-4
0.213, 1.566e-5, 2.773e-4
0.212, 1.525e-5, 2.788e-4
0.211, 1.568e-5, 2.804e-4
0.210, 1.483e-5, 2.819e-4
0.209, 1.572e-5, 2.834e-4
0.208, 1.616e-5, 2.850e-4
0.207, 1.491e-5, 2.865e-4
0.206, 1.457e-5, 2.880e-4
0.205, 1.449e-5, 2.894e-4
0.204, 1.633e-5, 2.911e-4
0.203, 1.567e-5, 2.926e-4
0.202, 1.599e-5, 2.942e-4
0.201, 1.854e-5, 2.961e-4
0.200, 1.676e-5, 2.978e-4
0.199, 1.564e-5, 2.993e-4
0.198, 1.535e-5, 3.009e-4
0.197, 1.592e-5, 3.025e-4
0.196, 2.312e-5, 3.048e-4
0.195, 2.458e-5, 3.072e-4
0.194, 2.378e-5, 3.096e-4
0.193, 1.990e-5, 3.116e-4
0.192, 1.792e-5, 3.134e-4
0.191, 1.782e-5, 3.152e-4
0.190, 1.814e-5, 3.170e-4
0.189, 1.669e-5, 3.187e-4
0.188, 1.638e-5, 3.203e-4
0.187, 1.520e-5, 3.218e-4
0.186, 1.493e-5, 3.233e-4
0.185, 1.479e-5, 3.248e-4
0.184, 1.415e-5, 3.262e-4
0.183, 1.404e-5, 3.276e-4
0.182, 1.570e-5, 3.292e-4
0.181, 1.652e-5, 3.308e-4
0.180, 1.561e-5, 3.324e-4
0.179, 1.549e-5, 3.339e-4
0.178, 1.601e-5, 3.355e-4
0.177, 1.777e-5, 3.373e-4
0.176, 1.815e-5, 3.391e-4
0.175, 1.766e-5, 3.409e-4
0.174, 1.720e-5, 3.426e-4
0.173, 1.833e-5, 3.444e-4
0.172, 1.702e-5, 3.462e-4
0.171, 1.558e-5, 3.477e-4
0.170, 1.460e-5, 3.492e-4
0.169, 1.477e-5, 3.506e-4
0.168, 1.643e-5, 3.523e-4
0.167, 1.649e-5, 3.539e-4
0.166, 1.679e-5, 3.556e-4
0.165, 1.861e-5, 3.575e-4
0.164, 1.919e-5, 3.594e-4
0.163, 1.785e-5, 3.612e-4
0.162, 1.666e-5, 3.628e-4
0.161, 1.662e-5, 3.645e-4
0.160, 1.703e-5, 3.662e-4
0.159, 1.805e-5, 3.680e-4
0.158, 1.765e-5, 3.698e-4
0.157, 1.631e-5, 3.714e-4
0.156, 1.497e-5, 3.729e-4
0.155, 1.506e-5, 3.744e-4
0.154, 1.577e-5, 3.760e-4
0.153, 1.475e-5, 3.775e-4
0.152, 1.471e-5, 3.789e-4
0.151, 1.676e-5, 3.806e-4
0.150, 2.186e-5, 3.828e-4
0.149, 2.395e-5, 3.852e-4
0.148, 2.199e-5, 3.874e-4
0.147, 2.198e-5, 3.896e-4
0.146, 2.350e-5, 3.919e-4
0.145, 2.142e-5, 3.941e-4
0.144, 1.891e-5, 3.960e-4
0.143, 1.590e-5, 3.976e-4
0.142, 1.550e-5, 3.991e-4
0.141, 1.647e-5, 4.008e-4
0.140, 1.623e-5, 4.024e-4
0.139, 1.749e-5, 4.041e-4
0.138, 1.669e-5, 4.058e-4
0.137, 1.587e-5, 4.074e-4
0.136, 1.442e-5, 4.088e-4
0.135, 1.406e-5, 4.102e-4
0.134, 1.414e-5, 4.117e-4
0.133, 1.466e-5, 4.131e-4
0.132, 1.413e-5, 4.145e-4
0.131, 1.471e-5, 4.160e-4
0.130, 1.474e-5, 4.175e-4
0.129, 1.525e-5, 4.190e-4
0.128, 1.660e-5, 4.207e-4
0.127, 1.893e-5, 4.226e-4
0.126, 2.126e-5, 4.247e-4
0.125, 2.083e-5, 4.268e-4
0.124, 1.939e-5, 4.287e-4
0.123, 1.872e-5, 4.306e-4
0.122, 1.752e-5, 4.323e-4
0.121, 1.755e-5, 4.341e-4
0.120, 1.841e-5, 4.359e-4
0.119, 1.952e-5, 4.379e-4
0.118, 1.983e-5, 4.399e-4
0.117, 1.983e-5, 4.418e-4
0.116, 1.944e-5, 4.438e-4
0.115, 1.794e-5, 4.456e-4
0.114, 1.971e-5, 4.476e-4
0.113, 2.255e-5, 4.498e-4
0.112, 1.861e-5, 4.517e-4
0.111, 1.612e-5, 4.533e-4
0.110, 1.556e-5, 4.548e-4
0.109, 1.449e-5, 4.563e-4
0.108, 1.459e-5, 4.577e-4
0.107, 1.603e-5, 4.593e-4
0.106, 1.677e-5, 4.610e-4
0.105, 1.515e-5, 4.625e-4
0.104, 1.445e-5, 4.640e-4
0.103, 1.483e-5, 4.655e-4
0.102, 1.430e-5, 4.669e-4
0.101, 1.451e-5, 4.683e-4
0.100, 1.515e-5, 4.699e-4
0.099, 1.627e-5, 4.715e-4
0.098, 1.771e-5, 4.733e-4
0.097, 1.648e-5, 4.749e-4
0.096, 1.505e-5, 4.764e-4
0.095, 1.485e-5, 4.779e-4
0.094, 1.405e-5, 4.793e-4
0.093, 1.459e-5, 4.808e-4
0.092, 1.457e-5, 4.822e-4
0.091, 1.390e-5, 4.836e-4
0.090, 1.359e-5, 4.850e-4
0.089, 1.351e-5, 4.863e-4
0.088, 1.583e-5, 4.879e-4
0.087, 1.679e-5, 4.896e-4
0.086, 1.683e-5, 4.913e-4
0.085, 1.702e-5, 4.930e-4
0.084, 1.680e-5, 4.946e-4
0.083, 1.537e-5, 4.962e-4
0.082, 1.588e-5, 4.978e-4
0.081, 1.511e-5, 4.993e-4
0.080, 1.764e-5, 5.010e-4
0.079, 1.908e-5, 5.030e-4
0.078, 1.995e-5, 5.049e-4
0.077, 1.899e-5, 5.068e-4
0.076, 1.701e-5, 5.085e-4
0.075, 1.609e-5, 5.102e-4
0.074, 1.673e-5, 5.118e-4
0.073, 1.783e-5, 5.136e-4
0.072, 1.779e-5, 5.154e-4
0.071, 1.603e-5, 5.170e-4
0.070, 1.505e-5, 5.185e-4
0.069, 1.487e-5, 5.200e-4
0.068, 1.480e-5, 5.215e-4
0.067, 1.640e-5, 5.231e-4
0.066, 1.658e-5, 5.248e-4
0.065, 1.729e-5, 5.265e-4
0.064, 1.825e-5, 5.283e-4
0.063, 1.827e-5, 5.301e-4
0.062, 1.868e-5, 5.320e-4
0.061, 1.701e-5, 5.337e-4
0.060, 1.503e-5, 5.352e-4
0.059, 1.629e-5, 5.368e-4
0.058, 1.678e-5, 5.385e-4
0.057, 1.530e-5, 5.401e-4
0.056, 1.484e-5, 5.415e-4
0.055, 1.510e-5, 5.430e-4
0.054, 1.637e-5, 5.447e-4
0.053, 1.713e-5, 5.464e-4
0.052, 1.785e-5, 5.482e-4
0.051, 1.722e-5, 5.499e-4
0.050, 1.636e-5, 5.515e-4
0.049, 1.591e-5, 5.531e-4
0.048, 1.644e-5, 5.548e-4
0.047, 1.613e-5, 5.564e-4
0.046, 1.478e-5, 5.579e-4
0.045, 1.444e-5, 5.593e-4
0.044, 1.552e-5, 5.609e-4
0.043, 1.601e-5, 5.625e-4
0.042, 1.737e-5, 5.642e-4
0.041, 1.914e-5, 5.661e-4
0.040, 1.916e-5, 5.680e-4
0.039, 1.782e-5, 5.698e-4
0.038, 1.656e-5, 5.715e-4
0.037, 1.555e-5, 5.730e-4
0.036, 1.429e-5, 5.745e-4
0.035, 1.387e-5, 5.758e-4
0.034, 1.549e-5, 5.774e-4
0.033, 1.705e-5, 5.791e-4
0.032, 1.735e-5, 5.808e-4
0.031, 1.634e-5, 5.825e-4
0.030, 1.486e-5, 5.839e-4
0.029, 1.423e-5, 5.854e-4
0.028, 1.356e-5, 5.867e-4
0.027, 1.395e-5, 5.881e-4
0.026, 1.575e-5, 5.897e-4
0.025, 1.569e-5, 5.913e-4
0.024, 1.621e-5, 5.929e-4
0.023, 1.864e-5, 5.948e-4
0.022, 1.966e-5, 5.967e-4
0.021, 1.973e-5, 5.987e-4
0.020, 1.776e-5, 6.005e-4
0.019, 1.617e-5, 6.021e-4
0.018, 1.554e-5, 6.036e-4
0.017, 1.726e-5, 6.054e-4
0.016, 1.966e-5, 6.073e-4
0.015, 1.948e-5, 6.093e-4
0.014, 1.805e-5, 6.111e-4
0.013, 1.798e-5, 6.129e-4
0.012, 1.644e-5, 6.145e-4
0.011, 1.555e-5, 6.161e-4
0.010, 1.538e-5, 6.176e-4
0.009, 1.506e-5, 6.191e-4
0.008, 1.482e-5, 6.206e-4
0.007, 1.654e-5, 6.223e-4
0.006, 1.526e-5, 6.238e-4
0.005, 1.468e-5, 6.253e-4
0.004, 1.474e-5, 6.267e-4
0.003, 1.542e-5, 6.283e-4
0.002, 1.498e-5, 6.298e-4
0.001, 1.499e-5, 6.313e-4
-0.000, 1.565e-5, 6.328e-4
-0.001, 1.571e-5, 6.344e-4
-0.002, 1.646e-5, 6.360e-4
-0.003, 2.036e-5, 6.381e-4
-0.004, 2.040e-5, 6.401e-4
-0.005, 2.013e-5, 6.421e-4
-0.006, 1.896e-5, 6.440e-4
-0.007, 1.676e-5, 6.457e-4
-0.008, 1.651e-5, 6.474e-4
-0.009, 1.679e-5, 6.490e-4
-0.010, 1.515e-5, 6.506e-4
-0.011, 1.444e-5, 6.520e-4
-0.012, 1.488e-5, 6.535e-4
-0.013, 1.573e-5, 6.551e-4
-0.014, 1.584e-5, 6.566e-4
-0.015, 1.868e-5, 6.585e-4
-0.016, 1.857e-5, 6.604e-4
-0.017, 1.737e-5, 6.621e-4
-0.018, 1.676e-5, 6.638e-4
-0.019, 1.653e-5, 6.654e-4
-0.020, 1.655e-5, 6.671e-4
-0.021, 1.558e-5, 6.686e-4
-0.022, 1.696e-5, 6.703e-4
-0.023, 1.921e-5, 6.723e-4
-0.024, 1.836e-5, 6.741e-4
-0.025, 1.789e-5, 6.759e-4
-0.026, 1.701e-5, 6.776e-4
-0.027, 1.504e-5, 6.791e-4
-0.028, 1.496e-5, 6.806e-4
-0.029, 1.569e-5, 6.822e-4
-0.030, 1.614e-5, 6.838e-4
-0.031, 1.593e-5, 6.854e-4
-0.032, 1.690e-5, 6.871e-4
-0.033, 1.893e-5, 6.889e-4
-0.034, 1.680e-5, 6.906e-4
-0.035, 1.559e-5, 6.922e-4
-0.036, 1.514e-5, 6.937e-4
-0.037, 1.484e-5, 6.952e-4
-0.038, 1.544e-5, 6.967e-4
-0.039, 1.608e-5, 6.983e-4
-0.040, 1.879e-5, 7.002e-4
-0.041, 1.900e-5, 7.021e-4
-0.042, 1.726e-5, 7.038e-4
-0.043, 1.880e-5, 7.057e-4
-0.044, 2.323e-5, 7.080e-4
-0.045, 2.274e-5, 7.103e-4
-0.046, 1.971e-5, 7.123e-4
-0.047, 1.749e-5, 7.140e-4
-0.048, 1.645e-5, 7.157e-4
-0.049, 1.559e-5, 7.172e-4
-0.050, 1.574e-5, 7.188e-4
-0.051, 1.678e-5, 7.205e-4
-0.052, 1.814e-5, 7.223e-4
-0.053, 2.039e-5, 7.243e-4
-0.054, 2.066e-5, 7.264e-4
-0.055, 2.181e-5, 7.286e-4
-0.056, 2.151e-5, 7.307e-4
-0.057, 1.969e-5, 7.327e-4
-0.058, 1.929e-5, 7.346e-4
-0.059, 1.979e-5, 7.366e-4
-0.060, 1.906e-5, 7.385e-4
-0.061, 1.738e-5, 7.403e-4
-0.062, 1.600e-5, 7.419e-4
-0.063, 1.598e-5, 7.435e-4
-0.064, 1.653e-5, 7.451e-4
-0.065, 1.967e-5, 7.471e-4
-0.066, 2.074e-5, 7.492e-4
-0.067, 1.915e-5, 7.511e-4
-0.068, 2.102e-5, 7.532e-4
-0.069, 2.191e-5, 7.554e-4
-0.070, 2.044e-5, 7.574e-4
-0.071, 1.782e-5, 7.592e-4
-0.072, 1.710e-5, 7.609e-4
-0.073, 1.611e-5, 7.625e-4
-0.074, 1.769e-5, 7.643e-4
-0.075, 1.839e-5, 7.661e-4
-0.076, 1.851e-5, 7.680e-4
-0.077, 1.806e-5, 7.698e-4
-0.078, 1.804e-5, 7.716e-4
-0.079, 1.659e-5, 7.732e-4
-0.080, 1.752e-5, 7.750e-4
-0.081, 1.843e-5, 7.768e-4
-0.082, 1.776e-5, 7.786e-4
-0.083, 1.604e-5, 7.802e-4
-0.084, 1.544e-5, 7.818e-4
-0.085, 1.629e-5, 7.834e-4
-0.086, 1.917e-5, 7.853e-4
-0.087, 1.917e-5, 7.872e-4
-0.088, 1.739e-5, 7.890e-4
-0.089, 1.778e-5, 7.907e-4
-0.090, 1.910e-5, 7.927e-4
-0.091, 1.812e-5, 7.945e-4
-0.092, 1.777e-5, 7.962e-4
-0.093, 1.789e-5, 7.980e-4
-0.094, 1.999e-5, 8.000e-4
-0.095, 1.873e-5, 8.019e-4
-0.096, 1.725e-5, 8.036e-4
-0.097, 1.857e-5, 8.055e-4
-0.098, 1.996e-5, 8.075e-4
-0.099, 1.851e-5, 8.093e-4
-0.100, 1.797e-5, 8.111e-4
-0.101, 1.819e-5, 8.129e-4
-0.102, 2.021e-5, 8.150e-4
-0.103, 2.277e-5, 8.172e-4
-0.104, 2.169e-5, 8.194e-4
-0.105, 2.038e-5, 8.215e-4
-0.106, 2.025e-5, 8.235e-4
-0.107, 1.870e-5, 8.253e-4
-0.108, 1.731e-5, 8.271e-4
-0.109, 1.906e-5, 8.290e-4
-0.110, 1.876e-5, 8.309e-4
-0.111, 1.770e-5, 8.326e-4
-0.112, 2.007e-5, 8.346e-4
-0.113, 2.490e-5, 8.371e-4
-0.114, 2.698e-5, 8.398e-4
-0.115, 2.445e-5, 8.423e-4
-0.116, 2.097e-5, 8.444e-4
-0.117, 1.835e-5, 8.462e-4
-0.118, 1.906e-5, 8.481e-4
-0.119, 2.795e-5, 8.509e-4
-0.120, 2.997e-5, 8.539e-4
-0.121, 2.707e-5, 8.566e-4
-0.122, 2.185e-5, 8.588e-4
-0.123, 1.953e-5, 8.607e-4
-0.124, 2.101e-5, 8.628e-4
-0.125, 2.622e-5, 8.655e-4
